text,answer,prediction
$TSLA is now up 57% from its February low. Amazing rebound.,positive,positive
"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",positive,neutral
$AXP Looking for continuation with volume increase http://stks.co/c8sR,positive,neutral
Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...,negative,neutral
$NFLX +1% $104.80 LONG streaming services rapidly outpacing traditional cable,positive,positive
"$CELG back near 104, where it opened and rallied higher last wk. A good place to take a shot https://t.co/zwHThSvFSF",positive,neutral
"Centrica extends gas deals with Gazprom, Statoil",positive,neutral
CompaniesTesco off to a bad start over Xmas â€“ Kantar,negative,negative
$AAPL $131 rally mode,positive,positive
Held its recent double bottom buy point of 56.57 almost to the penny today $WMT http://chart.ly/6nosp5q,positive,neutral
Rio Tinto CEO says iron ore market at equilibrium,neutral,neutral
ALERT: New RSI signal created on $COST - Buy at 148.78 - Time: 14:19 - Strength: 10. Powered by https://t.co/MhOBzU3Rmx,positive,positive
Britain's FTSE forges ahead as Shire surges,positive,positive
$VRTX early technical BUY signal... for confirmation > 86 it needs some fundam. incentive https://t.co/QuYSrqFo2x,positive,positive
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,negative,negative
GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,negative,negative
"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",positive,neutral
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",neutral,neutral
Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,positive,positive
Is It Worth Investing In Tesco PLC And Prudential plc Now?,positive,neutral
$CTRP breaking out https://t.co/Z2je3rTKch,positive,positive
"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),",positive,positive
$GOOGL gets an upgrade price target $970,positive,positive
"Reuters: Green Mountain revenue misses, shares plunge http://stks.co/13mW > $GMCR prints 43.80, market in a foul mood, bad day to disappoint",negative,negative
$WX Decent pull back . .,negative,neutral
AstraZeneca's Lung Cancer Drug Tagrisso Gets FDA Approval,positive,positive
$ROST Ross Stores Upgraded to Outperform at RBC Capital Markets http://stks.co/j0Q9t,positive,positive
"potential defect with third-row seat belts. Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/YVYDncdNdi",negative,negative
GlaxoSmithKline starts hunt for successor to CEO Witty,neutral,neutral
$FB & $TSLA cracking lower early. $short #correction #stocks,negative,negative
"$ADBE technical alerts: Expansion Breakout, Gilligan's Island Sell Setup, Volume Surge, and New 52... https://t.co/LxX66tknFH",positive,neutral
Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,negative,negative
"$KNDI #China #ElectricCar maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately.",positive,positive
$INO back in this am small post,positive,neutral
"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",negative,neutral
Standard Chartered's Shares Plunge 7% After Fitch Downgrade,negative,negative
"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",negative,negative
$isrg trading at all-time high after strong earnings report with 4 days of short interest.,positive,positive
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",negative,negative
$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,positive,positive
"$AAPL at pivot area on intraday chart- break here could send this to 50-day SMA, 457.80 http://stks.co/jPbN",positive,neutral
"took some $ENDP long this am, using VWAP as guide",positive,neutral
"$TSLA steaming up again, this stock is relentless at the moment",positive,positive
BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn,negative,negative
FTSE 100 flat; Standard Chartered leads risers,positive,neutral
$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,positive,positive
$PYPL great vol flow trade here.. Love this company long time.,positive,positive
Brewer AB InBev seeks $275 bln tie-up with SABMiller,positive,neutral
RT @robbieLOLZ $NFLX A close above here is looking good for the bulls. Will hold my positions to see where we close at. Keep buying here.,positive,positive
Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO,negative,negative
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,positive,neutral
Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,neutral,neutral
Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,positive,neutral
Shares in BAE Systems hit 10-month high on rating upgrade,positive,positive
#Apple up almost 20% from its February lows with very little fanfare. $AAPL,positive,positive
"AstraZeneca bags another cancer drug deal, this time with Inovio",positive,positive
"ACE Limited, which has a 17 year dividend growth streak, plans a 33% dividend hike: http://stks.co/1BUE $ACE",positive,positive
$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% http://stks.co/ir2F,positive,positive
long $AAPL,positive,positive
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",neutral,neutral
GSK and Novartis complete deals to reshape both drugmakers,positive,neutral
"Tesco, Asda sales fall as march of the discounters continues-Kantar",negative,negative
$SAVE long. https://t.co/yEJuS9cMlC,positive,positive
5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,positive,positive
$aapl.  Test the high today and probably go beyond after hours...,positive,positive
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI",negative,negative
"@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors to be realistic, then I'll take the other side of that trade",positive,neutral
AstraZeneca profit down as sales of stalwarts fade,negative,negative
$DMND green and moving,positive,neutral
"$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c",positive,positive
TripAdvisor jumps on M&A rumors https://t.co/O4lwCDXMbr $TRIP,positive,neutral
Unilever profit rises despite sales slump in China,positive,positive
Sold some $TSLA Puts this morning Closed them at the close. Helps pay for monthly expenses,neutral,neutral
"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",positive,positive
"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",negative,neutral
Shire Sees Baxalta Deal Closing as Expected After New Rules,positive,neutral
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,positive,neutral
Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,positive,neutral
"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady",positive,neutral
$TSLA not dipping - testing the 200 day ma https://t.co/jEPLmZQKGW,positive,neutral
Valeant Said to Name New CEO With Pearson Still Hospitalized,neutral,neutral
"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",positive,positive
@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,positive,positive
"Aviva, M&G suspend property funds as investors panic",negative,negative
L&G completes UK's largest medically underwritten bulk pension risk deal,positive,positive
BAE Systems's sales boosted by European Typhoon and currencies,positive,positive
Kingfisher takeover of Mr Bricolage could hit a brick wall,negative,negative
Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,positive,neutral
$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,positive,positive
Tesco's Sales Pickup Isn't Enough,negative,negative
U.S. Debt Lures Schroders as ECB Depresses Rates,neutral,neutral
@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,positive,positive
AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,positive,negative
Johnson Matthey revs up on clean air drive,positive,positive
$ELN longs...congrats...another HOD,positive,neutral
"$TSLA lots of green on the 5 min, watch the hourly $259.33 possible resistance currently @ $257.00",positive,positive
Barclays poised to replace Sir Mike Rake as he heads for exit,neutral,neutral
$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,neutral,neutral
This $BBBY stock options trade would have more than doubled your money https://t.co/Oa0loiRIJL via @TheStreet,positive,positive
$ISRG PT raised to $700 from $640 at Leerink - keeps Outperform rated,positive,positive
"maybe closing all those $AAPL calls i had this morning was a bad idea, money left on the table...",positive,negative
Sainsbury's says to outperform rivals in tough market,positive,positive
$NFLX and $TSLA making all kinds of gains 📈,positive,positive
$aapl high of day just hit. Back at it tomorrow.,positive,positive
Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,neutral,neutral
LSE gets Hong Kong regulatory nod to HK firms to become LSE members,positive,positive
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",negative,neutral
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",negative,negative
BP joins forces with Det Norske in Norway,positive,neutral
$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,negative,negative
$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,positive,neutral
$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,negative,negative
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",positive,neutral
Morrisons faces festive sales test,negative,neutral
Shire says internal synergy goals from Baxalta deal higher,positive,positive
$VMW  Got a nice push today following small sweepers of May C this morning,positive,positive
Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,positive,neutral
$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,positive,positive
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",neutral,neutral
"After Barclays and Bank of America, Citigroup has blockchain in sight",positive,neutral
X marks the recall: Tesla recalls #ModelX for faulty 3rd row seat. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB,negative,negative
AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,positive,positive
Can Christmas Save Sainsbury's plc And Tesco plc?,negative,neutral
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,positive,neutral
Shell to buy BG Group in $69.7 billion takeover,positive,positive
$AMZN new HOD with conviction keeping $570 on watch for Resistance.,positive,neutral
MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,positive,positive
$FB watching for bounce tomorrow,positive,neutral
Tata Steel working with StanChart for UK unit sale - source,positive,neutral
Meggitt share price tumbles as profit falls in 'challenging year',negative,negative
"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",positive,neutral
I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endâ€”That's another hun from here.Long LEAPS =^.^=,positive,positive
Shire to buy NPS for $5.2 billion to boost rare disease drugs,positive,positive
Long $X 24.62,positive,neutral
Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa,negative,negative
British American Tobacco drops and sues PwC over pollution scandal,negative,negative
Tesco shareholders back ITV head for chairman,positive,neutral
$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,positive,positive
"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",positive,positive
Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,positive,neutral
Added more $BBBY @jimcramer is wrong about this one. Still a very profitable merchant with profitable stores,positive,positive
Microsoft joins the open-source Eclipse Foundation https://t.co/z8G5cZaKeU focus on collaboration & open business is a smart strategy! $MSFT,positive,positive
GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,positive,neutral
London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,positive,neutral
"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",negative,negative
How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,positive,neutral
$BBRY hearing rumours of a major joint venture announcement.,positive,neutral
AstraZeneca shares climb 3% as drug maker ups profits forecasts,positive,positive
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",positive,neutral
Tullow Oil Suspends Dividend Amid Oil Price Fall,negative,negative
Buffett's Company Reports 37 Percent Drop in 2Q Earnings,negative,negative
$NUGT longer term bullish,positive,positive
$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,negative,positive
easyJet leads Britain's FTSE lower as global bond rout resumes,negative,negative
$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,negative,neutral
I don't see it. 200 day sma is the big hurdle. There is a good base building. $NFLX  https://t.co/ImKYGO2cyc,positive,neutral
Slump in Weir leads FTSE down from record high,negative,negative
G4S sees profits rise but UK contract problems remain,positive,neutral
$BAC $ADSK $NFLX long this morning,positive,neutral
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,positive,positive
Tesco shares jump 6% after Christmas sales beat expectations,positive,positive
Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,positive,positive
$AAPL long 630.91,positive,neutral
"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",positive,neutral
Credit Suisse poaches Prudential's Thiam for Asian push,positive,neutral
Compass Group says positive for year ahead,positive,positive
"Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork",negative,neutral
"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",negative,negative
"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",positive,negative
"$STX long play, another consistent profit zone.. check it out https://t.co/DQfuzOzYlh https://t.co/ggne4ayzqn",positive,positive
"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",negative,negative
$PRGN A bottom right here?,neutral,neutral
"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",positive,positive
Glencore blames rivals for creating metals glut,negative,negative
stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL,positive,negative
"$FB trend, hits mid 110's and drops",negative,negative
$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,negative,negative
@mugatushair Now it is time to short $TSLA,negative,negative
$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,positive,neutral
Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,positive,neutral
Short on $ATVI from 24.55.,negative,negative
$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,positive,positive
"Homebuilders - $RYL breaking below support, watch this one.  $SPY",negative,negative
AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,positive,neutral
$RIMM $spx $nya $compq $djia all going down,negative,negative
$YHOO making new HOD,positive,neutral
$AMGN And #UCB Announce Positive Top-Line Results From Ph3 Study Evaluating Romosozumab In Men... https://t.co/4hBoUDR8B8 via @YahooFinance,positive,positive
Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,positive,positive
Costco: A Premier Retail Dividend Play https://t.co/J3UhTs022M $COST,positive,positive
Why AstraZeneca plc & Dixons Carphone PLC Are Red-Hot Growth Stars!,positive,positive
@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,positive,neutral
HSBC Hit by Fresh Details of Tax Evasion Claims,negative,negative
"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",positive,neutral
$HITK  Resuming advance into new historical highs.,positive,positive
UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,positive,neutral
RT @tomhend777 $MU needs to hold here -Broken for now. Needs big flush. Still not technically oversold so now big bounce yet,neutral,neutral
CompaniesCar insurer Hastings Group driving Â£180m IPO,positive,neutral
Deutsche Bank cuts $SBUX,negative,negative
AstraZeneca's patent on asthma drug invalidated by US court,negative,negative
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",negative,neutral
$MTD (Mettler-Toledo) ready for a breakout,positive,positive
2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,positive,neutral
TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,positive,neutral
"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",positive,positive
CRH's concrete bid for Holcim Lafarge assets,positive,neutral
$CRK time to accumulate for a long position with far more upside than downside,positive,positive
Berkshire seeks to boost its Wells Fargo stake above 10 percent,positive,neutral
S&P downgrades Barclays and RBS on government bailout fears,negative,negative
"Broker tips: RBS, Croda, Sage",positive,neutral
Merkel's Government Said to Support Deutsche Boerse-LSE Merger,positive,neutral
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",negative,neutral
InterContinental Hotels Denies Reports of Starwood Merger Talks,neutral,neutral
"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",positive,neutral
Tesco share price down as grocer faces SFO investigation outcome,negative,negative
CompaniesKingfisher bid for Mr Bricolage runs into trouble,negative,negative
$AAPL weekly still under the 50 moving average and creating a lower high. https://t.co/vT7ppzY2UY,negative,negative
UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales,positive,positive
$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,positive,neutral
Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),positive,positive
#Fintech provider $CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo,positive,positive
Market Report: Aviva tops the market as traders approve of its choice of Friends,positive,positive
$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,negative,neutral
$FB Nice buyable intraday dip right here,positive,positive
$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,positive,positive
"$TSLA 5th wave down on the 1 hour chart, hammer candle developing, close to 200 sma, might be a good spot for calls",positive,neutral
Citigroup to Sell OneMain to Springleaf for $4.25 Billion,positive,neutral
loading $SPY and $AAPL puts. think were toppy IMHO.,negative,negative
"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",negative,negative
like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,positive,positive
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",positive,positive
CRH adds CR Laurence to acquisitions tally for $1.3bn,positive,positive
$SBUX getting sold here.,negative,negative
$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,negative,neutral
Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,positive,positive
UPDATE 1-Meggitt reiterates annual outlook after tough 2014,neutral,neutral
"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.",positive,positive
"CompaniesTravis Perkins lifts dividend, earnings rise 15%",positive,positive
$AMZN Going thru the roof needs a sell!,positive,negative
"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",neutral,neutral
@ACInvestorBlog: $SPY eod run :),positive,positive
AstraZeneca share price: Acerta deal pays off with orphan drug status,positive,positive
$TSLA recall model X https://t.co/b7izYa4BuE,negative,negative
"Long Position on $GOL,...Updating http://stks.co/fdmm",positive,positive
Johnson Matthey profit falls but dividend rises,neutral,neutral
ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,positive,positive
"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",positive,positive
"European stocks hover near 3-week low, Dialog and BHP slump",negative,negative
"Britain's FTSE outperforms Europe, Royal Mail and Tesco rise",positive,positive
"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",positive,negative
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,positive,positive
$RSOL bought 3500 shares today!,positive,neutral
"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",positive,neutral
Valeant CEO Pledges to Heed Critics After `Painful' Experience,negative,neutral
Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,positive,positive
Ocwen Reaches Settlement With California Regulator,positive,neutral
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,positive,neutral
"Ackman, in email, says supports Valeant CEO Pearson",positive,neutral
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",negative,neutral
"Britain's FTSE falls back with Ashtead, commodities under pressure",negative,negative
Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,positive,positive
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,positive,neutral
Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,negative,positive
#NDX component Tesla has announced it is recalling 2700 Model X SUVs. $TSLA,negative,negative
$NFLX I say it's time to short at this point.,negative,negative
Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,positive,neutral
$HRL ready to pop! http://stks.co/s0Ny4,positive,positive
$SBUX inverted head & shoulders pattern in the works. bullish.,positive,positive
Tesco share price jumps as Q3 sales top estimates,positive,positive
"Last month we added to our $GILD position and started a new one in $BWLD We see slow, steady, unspectacular growth going forward near term",positive,neutral
Arm profits and sales up as shift away from mobile gains pace,positive,positive
RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks.co/YYe,positive,positive
UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,positive,positive
$AAPL wants lower. up waves getting smaller on the 2 min,negative,negative
Sainsbury sells unit to LloydsPharmacy,positive,neutral
"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",neutral,neutral
Academics claim Google Android two-factor authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo,negative,negative
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,positive,neutral
REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,negative,neutral
$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,positive,positive
$SPY wouldn't be surprised to see a green close,positive,positive
"$QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY",negative,neutral
Breakingviews: IAG can pay more for Aer Lingus,positive,positive
UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,negative,negative
$fb small long 109.25 via calls,positive,neutral
$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,negative,negative
Tesco PLC's Recovery Continues With A Â£250m Cash Infusion,positive,positive
I am not optimistic about $amzn both fundementals and charts look like poopoo this quarter.,negative,negative
Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,negative,negative
Ruling sets lower limit on potential fine for BP,negative,negative
London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,positive,positive
CompaniesFresnillo shares jump 8% as silver price breaks $21,positive,positive
"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",negative,negative
"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",negative,neutral
Aberdeen Asset Management Gains Foothold In China,positive,positive
"EU drops Shell, BP, Statoil from ethanol benchmark investigation",positive,neutral
AstraZeneca sells Caprelsa rights to Sanofi unit,positive,neutral
"$TSLA recalls 2,700 Model X cars. Stock dropping hard...",negative,negative
$KEP breaking out when the market pulls back  http://stks.co/r0cet,positive,positive
Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,negative,negative
Royal Mail gets mixed bag from Ofcom postal regulation report,neutral,neutral
Johnson Matthey share price slumps as company posts full-year results,negative,negative
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",positive,positive
"$CTRP just broke resistance, watching for a #redtogreen #breakout right out of the gate tomorrow morning. #stocks https://t.co/8VXFUUIt04",positive,positive
Why $MCD looks set to fall further. http://stks.co/f2fgj,negative,negative
$CERN - consolidating above 50 & 200 MA - nice long entry here w stop below 10 MA - targeting $70 area,positive,positive
"$ZSL looking very weak, could be a good short setup.",negative,negative
Diageo sales disappoint as currency and comparatives leave bitter taste,negative,negative
"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.",positive,neutral
"FTSE 100 falls as China devaluation hits Burberry, mining stocks",negative,negative
$FB gone green on day,positive,positive
$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,positive,positive
$ilmn piper Jeffries raises pt.  I remain long,positive,positive
"Daily Mail owner considering Yahoo bid $yhoo ,up 2,05% https://t.co/extZr1riyP",positive,positive
AB InBev attacks SABMiller bid rebuffal,negative,negative
Sainsbury sales slip again as price pressures take a toll,negative,negative
UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,positive,positive
Sainsbury CFO Rogers to Replace Home Retail CEO Walden,neutral,neutral
Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,neutral,neutral
AstraZeneca wins FDA approval for key new lung cancer pill,positive,positive
@pierrules: $SIRI LONG!!,positive,positive
Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,positive,positive
$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,positive,positive
Shire share price under pressure after $32bn Baxalta deal,negative,negative
Daily Mail parent company in talks with potential partners about joint bid for Yahoo's internet assets: https://t.co/mK7MEMtADT $YHOO,positive,neutral
easyJet expects resilient demand to withstand security fears,positive,positive
"Britain's FTSE bounces back, Mondi and Barratt lead",positive,positive
Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,neutral,negative
"METALS-Zinc surges 12 pct after Glencore cuts output, fuelling metals rally",positive,positive
"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",positive,positive
Tesco leads FTSE higher on Clubcard bid reports,positive,positive
$tsla bad day to short,positive,negative
British American Tobacco first-half sales hurt by currency moves,negative,negative
$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,positive,neutral
"that was quick, out $FIO 21.35, market tanking, scaling down longs now",negative,negative
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,positive,neutral
Warren Buffett defends Berkshire Hathaway's conglomerate structure,positive,neutral
London Stock Exchange â€“ Deutsche Boerse merger under threat from Brexit,negative,negative
$ENDP Was looking for a long entry but today's price action wasn't appealing,neutral,negative
$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,negative,negative
$ATHN Seems like a good short setup. Stop above the 50 day. No position.,negative,neutral
Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,positive,positive
long $AAPL 107 calls @ .40,positive,positive
CompaniesHome Retail trims gains but is considered 'in play',positive,neutral
Locked in some $FB puts for nice gain,negative,positive
$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,positive,positive
AstraZeneca sells US drug rights to Perrigo for $380 mln,positive,neutral
$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,negative,negative
Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,positive,neutral
RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,negative,negative
$CSX another strong rail today after breaking intraday resistance at 1$9.80 https://t.co/eA4FBVuqGP,positive,positive
